,County Name,GDP 2018,10/2/20 Known Covid Cases
718,"Fountain, IN",575303.0,136
719,"Franklin, IN",543631.0,327
720,"Fulton, IN",695177.0,261
721,"Gibson, IN",3176959.0,586
722,"Grant, IN",4834898.0,1348
723,"Greene, IN",681982.0,439
724,"Hamilton, IN",18125906.0,5142
725,"Hancock, IN",2460726.0,974
726,"Harrison, IN",1013393.0,617
727,"Hendricks, IN",6703927.0,2850
728,"Henry, IN",1271191.0,870
729,"Howard, IN",5973397.0,1393
730,"Huntington, IN",1418472.0,277
731,"Jackson, IN",2735150.0,803
732,"Jasper, IN",1444379.0,409
733,"Jay, IN",973934.0,212
734,"Jefferson, IN",1540706.0,259
735,"Jennings, IN",723911.0,323
736,"Johnson, IN",5123431.0,2480
737,"Knox, IN",1992759.0,564
738,"Kosciusko, IN",4885991.0,1353
739,"Lagrange, IN",1574259.0,663
740,"Lake, IN",24369336.0,11047
741,"LaPorte, IN",4399585.0,1600
742,"Lawrence, IN",1495281.0,541
743,"Madison, IN",3948161.0,1808
744,"Marion, IN",94099660.0,22122
745,"Marshall, IN",1752412.0,1045
746,"Martin, IN",1116197.0,173
747,"Miami, IN",910996.0,450
748,"Monroe, IN",6910931.0,2747
749,"Montgomery, IN",1709912.0,515
750,"Morgan, IN",1752137.0,768
751,"Newton, IN",377822.0,178
752,"Noble, IN",1918960.0,949
753,"Ohio, IN",118752.0,80
754,"Orange, IN",691888.0,295
755,"Owen, IN",512664.0,175
756,"Parke, IN",346682.0,125
757,"Perry, IN",751836.0,244
758,"Pike, IN",747804.0,221
759,"Porter, IN",6981123.0,2308
760,"Posey, IN",1632913.0,390
761,"Pulaski, IN",549688.0,116
762,"Putnam, IN",1145331.0,614
763,"Randolph, IN",809491.0,276
764,"Ripley, IN",1348821.0,319
765,"Rush, IN",578423.0,206
766,"St. Joseph, IN",14101010.0,6985
767,"Scott, IN",705353.0,415
768,"Shelby, IN",2231506.0,1183
769,"Spencer, IN",1239724.0,294
770,"Starke, IN",505102.0,281
771,"Steuben, IN",1518650.0,428
772,"Sullivan, IN",933802.0,350
773,"Switzerland, IN",237260.0,71
774,"Tippecanoe, IN",9435539.0,2733
775,"Tipton, IN",709881.0,242
776,"Union, IN",147477.0,106
777,"Vanderburgh, IN",11770103.0,4055
778,"Vermillion, IN",863750.0,138
779,"Vigo, IN",5065597.0,1963
780,"Wabash, IN",1249307.0,284
781,"Warren, IN",293143.0,43
782,"Warrick, IN",2183347.0,1470
783,"Washington, IN",668419.0,278
784,"Wayne, IN",2955637.0,1183
785,"Wells, IN",1127240.0,297
786,"White, IN",1008368.0,496
787,"Whitley, IN",1318100.0,300
788,"Adair, IA",366805.0,76
789,"Adams, IA",302514.0,38
790,"Allamakee, IA",567556.0,266
791,"Appanoose, IA",395296.0,150
792,"Audubon, IA",247190.0,98
793,"Benton, IA",826293.0,350
794,"Black Hawk, IA",8103424.0,4595
795,"Boone, IA",1063292.0,542
796,"Bremer, IA",1151692.0,517
797,"Buchanan, IA",662552.0,308
798,"Buena Vista, IA",1439325.0,2030
799,"Butler, IA",767654.0,284
800,"Calhoun, IA",474118.0,206
801,"Carroll, IA",1397311.0,717
802,"Cass, IA",702713.0,188
803,"Cedar, IA",595921.0,270
804,"Cerro Gordo, IA",2636320.0,1101
805,"Cherokee, IA",907758.0,278
806,"Chickasaw, IA",720847.0,281
807,"Clarke, IA",465285.0,273
808,"Clay, IA",999830.0,362
809,"Clayton, IA",857550.0,275
810,"Clinton, IA",2403172.0,1166
811,"Crawford, IA",782904.0,1127
812,"Dallas, IA",5612389.0,2896
813,"Davis, IA",251868.0,131
814,"Decatur, IA",248116.0,72
815,"Delaware, IA",873521.0,479
816,"Des Moines, IA",2471522.0,857
817,"Dickinson, IA",945657.0,562
818,"Dubuque, IA",5838896.0,3561
819,"Emmet, IA",386502.0,287
820,"Fayette, IA",741265.0,244
821,"Floyd, IA",697880.0,368
822,"Franklin, IA",661768.0,354
823,"Fremont, IA",270114.0,132
824,"Greene, IA",442155.0,117
825,"Grundy, IA",708453.0,234
826,"Guthrie, IA",485865.0,275
827,"Hamilton, IA",827639.0,340
828,"Hancock, IA",784570.0,208
829,"Hardin, IA",1017338.0,317
830,"Harrison, IA",491062.0,297
831,"Henry, IA",891624.0,812
832,"Howard, IA",432840.0,193
833,"Humboldt, IA",462936.0,198
834,"Ida, IA",480150.0,139
835,"Iowa, IA",875961.0,235
836,"Jackson, IA",635875.0,381
837,"Jasper, IA",1180697.0,895
838,"Jefferson, IA",763686.0,144
839,"Johnson, IA",9588019.0,5230
840,"Jones, IA",623865.0,304
841,"Keokuk, IA",336194.0,123
842,"Kossuth, IA",1105511.0,304
843,"Lee, IA",1809726.0,681
844,"Linn, IA",17391972.0,4281
845,"Louisa, IA",597503.0,441
846,"Lucas, IA",341799.0,159
847,"Lyon, IA",1033694.0,401
848,"Madison, IA",437702.0,255
849,"Mahaska, IA",932208.0,446
850,"Marion, IA",1799961.0,787
851,"Marshall, IA",1914652.0,1820
852,"Mills, IA",563091.0,211
853,"Mitchell, IA",687753.0,200
854,"Monona, IA",364181.0,172
855,"Monroe, IA",464124.0,164
856,"Montgomery, IA",424545.0,105
857,"Muscatine, IA",2559496.0,1150
858,"O'Brien, IA",1074912.0,431
859,"Osceola, IA",463611.0,182
860,"Page, IA",595164.0,219
861,"Palo Alto, IA",531882.0,224
862,"Plymouth, IA",1542006.0,1224
863,"Pocahontas, IA",500683.0,174
864,"Polk, IA",41424812.0,16329
865,"Pottawattamie, IA",5113538.0,2287
866,"Poweshiek, IA",1210712.0,336
867,"Ringgold, IA",189244.0,55
868,"Sac, IA",566649.0,281
869,"Scott, IA",9197546.0,3215
870,"Shelby, IA",1067513.0,280
871,"Sioux, IA",2639007.0,1797
872,"Story, IA",5522969.0,3530
873,"Tama, IA",590947.0,770
874,"Taylor, IA",235122.0,157
875,"Union, IA",584247.0,149
876,"Van Buren, IA",247201.0,123
877,"Wapello, IA",1843374.0,1365
878,"Warren, IA",1197683.0,990
879,"Washington, IA",1221461.0,502
880,"Wayne, IA",252475.0,89
881,"Webster, IA",2362158.0,1381
882,"Winnebago, IA",451503.0,334
883,"Winneshiek, IA",1025241.0,348
884,"Woodbury, IA",5407177.0,5787
885,"Worth, IA",398836.0,113
886,"Wright, IA",950255.0,607
887,"Allen, KS",518487.0,69
888,"Anderson, KS",232421.0,83
889,"Atchison, KS",625864.0,317
890,"Barber, KS",212161.0,11
891,"Barton, KS",1283115.0,536
892,"Bourbon, KS",624532.0,194
893,"Brown, KS",474942.0,145
894,"Butler, KS",2699958.0,1012
895,"Chase, KS",114453.0,83
896,"Chautauqua, KS",77486.0,21
897,"Cherokee, KS",783705.0,529
898,"Cheyenne, KS",132208.0,72
899,"Clark, KS",221718.0,55
900,"Clay, KS",280226.0,53
901,"Cloud, KS",345281.0,74
902,"Coffey, KS",914633.0,127
903,"Comanche, KS",71225.0,12
904,"Cowley, KS",1320461.0,389
905,"Crawford, KS",1541295.0,1128
906,"Decatur, KS",141938.0,27
907,"Dickinson, KS",648851.0,222
908,"Doniphan, KS",231333.0,118
909,"Douglas, KS",5036326.0,2391
910,"Edwards, KS",152747.0,52
911,"Elk, KS",93149.0,7
912,"Ellis, KS",1614562.0,1085
913,"Ellsworth, KS",252913.0,62
914,"Finney, KS",2117781.0,2210
915,"Ford, KS",1854471.0,2942
916,"Franklin, KS",899329.0,406
917,"Geary, KS",2844145.0,440
918,"Gove, KS",177245.0,39
919,"Graham, KS",123278.0,40
920,"Grant, KS",490218.0,281
921,"Gray, KS",653805.0,129
922,"Greeley, KS",101096.0,13
923,"Greenwood, KS",166963.0,50
924,"Hamilton, KS",310458.0,47
925,"Harper, KS",280221.0,120
926,"Harvey, KS",1252093.0,371
927,"Haskell, KS",292287.0,128
928,"Hodgeman, KS",84150.0,25
929,"Jackson, KS",362613.0,253
930,"Jefferson, KS",378116.0,202
931,"Jewell, KS",104111.0,17
932,"Johnson, KS",47112590.0,11800
933,"Kearny, KS",260192.0,102
934,"Kingman, KS",313042.0,102
935,"Kiowa, KS",157062.0,27
936,"Labette, KS",886045.0,253
937,"Lane, KS",235450.0,16
938,"Leavenworth, KS",2881356.0,2293
939,"Lincoln, KS",126410.0,14
940,"Linn, KS",475886.0,87
941,"Logan, KS",143603.0,35
942,"Lyon, KS",1405013.0,1092
943,"McPherson, KS",2421094.0,270
944,"Marion, KS",362767.0,103
945,"Marshall, KS",563976.0,36
946,"Meade, KS",307851.0,140
947,"Miami, KS",859921.0,418
948,"Mitchell, KS",416855.0,46
949,"Montgomery, KS",2393493.0,457
950,"Morris, KS",176156.0,43
951,"Morton, KS",145155.0,21
952,"Nemaha, KS",548887.0,136
953,"Neosho, KS",571755.0,173
954,"Ness, KS",217826.0,93
955,"Norton, KS",238549.0,40
956,"Osage, KS",279436.0,115
957,"Osborne, KS",192504.0,12
958,"Ottawa, KS",139177.0,59
959,"Pawnee, KS",271794.0,393
960,"Phillips, KS",327539.0,131
961,"Pottawatomie, KS",1421289.0,288
962,"Pratt, KS",558117.0,77
963,"Rawlins, KS",139548.0,54
964,"Reno, KS",2567126.0,1200
965,"Republic, KS",210537.0,49
966,"Rice, KS",435755.0,86
967,"Riley, KS",2813741.0,1857
968,"Rooks, KS",233639.0,115
969,"Rush, KS",146178.0,73
970,"Russell, KS",377919.0,108
971,"Saline, KS",3294140.0,781
972,"Scott, KS",494665.0,107
973,"Sedgwick, KS",31985852.0,9276
974,"Seward, KS",1397468.0,1731
975,"Shawnee, KS",10156218.0,2864
976,"Sheridan, KS",130144.0,32
977,"Sherman, KS",299062.0,44
978,"Smith, KS",167162.0,10
979,"Stafford, KS",137882.0,60
980,"Stanton, KS",148705.0,71
981,"Stevens, KS",260806.0,150
982,"Sumner, KS",760664.0,213
983,"Thomas, KS",448458.0,161
984,"Trego, KS",198160.0,40
985,"Wabaunsee, KS",145385.0,72
986,"Wallace, KS",128234.0,19
987,"Washington, KS",220549.0,22
988,"Wichita, KS",231196.0,5
989,"Wilson, KS",376055.0,65
990,"Woodson, KS",82614.0,24
991,"Wyandotte, KS",10781006.0,7271
992,"Adair, KY",372239.0,328
993,"Allen, KY",466577.0,383
994,"Anderson, KY",489229.0,176
995,"Ballard, KY",259232.0,58
996,"Barren, KY",1534841.0,813
997,"Bath, KY",177335.0,92
998,"Bell, KY",724868.0,521
999,"Boone, KY",9160229.0,1637
1000,"Bourbon, KY",776810.0,209
1001,"Boyd, KY",4219116.0,489
1002,"Boyle, KY",1316563.0,298
1003,"Bracken, KY",156066.0,41
1004,"Breathitt, KY",251339.0,95
1005,"Breckinridge, KY",379725.0,140
1006,"Bullitt, KY",2510791.0,937
1007,"Butler, KY",378202.0,344
1008,"Caldwell, KY",390575.0,170
1009,"Calloway, KY",1415506.0,641
1010,"Campbell, KY",3231165.0,905
1011,"Carlisle, KY",159759.0,84
1012,"Carroll, KY",1634390.0,202
1013,"Carter, KY",461427.0,210
1014,"Casey, KY",331728.0,279
1015,"Christian, KY",5908901.0,1374
1016,"Clark, KY",1394044.0,344
1017,"Clay, KY",375799.0,340
1018,"Clinton, KY",297690.0,129
1019,"Crittenden, KY",201889.0,122
1020,"Cumberland, KY",176761.0,105
1021,"Daviess, KY",4615755.0,1470
1022,"Edmonson, KY",168746.0,140
1023,"Elliott, KY",82142.0,44
1024,"Estill, KY",216745.0,179
1025,"Fayette, KY",21172776.0,6747
1026,"Fleming, KY",306368.0,86
1027,"Floyd, KY",1129695.0,203
1028,"Franklin, KY",3697709.0,701
1029,"Fulton, KY",210570.0,167
1030,"Gallatin, KY",370637.0,100
1031,"Garrard, KY",237037.0,174
1032,"Grant, KY",536134.0,173
1033,"Graves, KY",1199395.0,761
1034,"Grayson, KY",742161.0,411
1035,"Green, KY",171919.0,277
1036,"Greenup, KY",831766.0,446
1037,"Hancock, KY",869467.0,91
1038,"Hardin, KY",5354568.0,1390
1039,"Harlan, KY",603464.0,469
1040,"Harrison, KY",522115.0,185
1041,"Hart, KY",567547.0,185
1042,"Henderson, KY",2109166.0,825
1043,"Henry, KY",400582.0,204
1044,"Hickman, KY",185239.0,80
1045,"Hopkins, KY",1612323.0,664
1046,"Jackson, KY",174020.0,382
1047,"Jefferson, KY",56037560.0,16308
1048,"Jessamine, KY",1692983.0,645
1049,"Johnson, KY",454920.0,162
1050,"Kenton, KY",7941388.0,2092
1051,"Knott, KY",219563.0,227
1052,"Knox, KY",649294.0,530
1053,"Larue, KY",228418.0,141
1054,"Laurel, KY",2235644.0,986
1055,"Lawrence, KY",354518.0,60
1056,"Lee, KY",143526.0,18
1057,"Leslie, KY",169842.0,85
1058,"Letcher, KY",396266.0,182
1059,"Lewis, KY",195093.0,226
1060,"Lincoln, KY",457030.0,220
1061,"Livingston, KY",305583.0,91
1062,"Logan, KY",1235745.0,574
1063,"Lyon, KY",219106.0,80
1064,"McCracken, KY",4252440.0,777
1065,"McCreary, KY",258621.0,194
1066,"McLean, KY",308019.0,87
1067,"Madison, KY",2983016.0,1873
1068,"Magoffin, KY",153264.0,98
1069,"Marion, KY",807804.0,243
1070,"Marshall, KY",1322801.0,331
1071,"Martin, KY",299303.0,82
1072,"Mason, KY",1108753.0,129
1073,"Meade, KY",478751.0,237
1074,"Menifee, KY",90446.0,61
1075,"Mercer, KY",1031292.0,262
1076,"Metcalfe, KY",211954.0,125
1077,"Monroe, KY",308458.0,217
1078,"Montgomery, KY",1009023.0,296
1079,"Morgan, KY",265921.0,65
1080,"Muhlenberg, KY",1360929.0,791
1081,"Nelson, KY",1783571.0,523
1082,"Nicholas, KY",88671.0,40
1083,"Ohio, KY",904372.0,472
1084,"Oldham, KY",1709722.0,1165
1085,"Owen, KY",184053.0,103
1086,"Owsley, KY",59651.0,44
1087,"Pendleton, KY",272780.0,103
1088,"Perry, KY",1005580.0,343
1089,"Pike, KY",2824132.0,489
1090,"Powell, KY",224735.0,102
1091,"Pulaski, KY",2318972.0,825
1092,"Robertson, KY",29471.0,12
1093,"Rockcastle, KY",304320.0,180
1094,"Rowan, KY",760599.0,261
1095,"Russell, KY",626982.0,261
1096,"Scott, KY",2747450.0,810
1097,"Shelby, KY",1594755.0,1095
1098,"Simpson, KY",920353.0,287
1099,"Spencer, KY",222922.0,221
1100,"Taylor, KY",898142.0,317
1101,"Todd, KY",338853.0,194
1102,"Trigg, KY",302467.0,184
1103,"Trimble, KY",516637.0,69
1104,"Union, KY",584652.0,362
1105,"Warren, KY",6101091.0,4447
1106,"Washington, KY",337186.0,147
1107,"Wayne, KY",415924.0,171
1108,"Webster, KY",595390.0,206
1109,"Whitley, KY",1832987.0,443
1110,"Wolfe, KY",103966.0,44
1111,"Woodford, KY",1049008.0,292
1112,"Acadia, LA",1751382.0,2982
1113,"Allen, LA",722704.0,1678
1114,"Ascension, LA",9193915.0,3804
1115,"Assumption, LA",503078.0,766
1116,"Avoyelles, LA",938113.0,1564
1117,"Beauregard, LA",1020089.0,1018
1118,"Bienville, LA",733765.0,495
1119,"Bossier, LA",6236360.0,3401
1120,"Caddo, LA",14385381.0,8765
1121,"Calcasieu, LA",15721891.0,7907
1122,"Caldwell, LA",207900.0,301
1123,"Cameron, LA",2069673.0,231
1124,"Catahoula, LA",207934.0,440
1125,"Claiborne, LA",490749.0,532
1126,"Concordia, LA",613850.0,521
1127,"De Soto, LA",3142387.0,914
1128,"East Baton Rouge, LA",36000456.0,15242
1129,"East Carroll, LA",192152.0,549
1130,"East Feliciana, LA",504305.0,1746
1131,"Evangeline, LA",930390.0,1336
1132,"Franklin, LA",505445.0,1228
1133,"Grant, LA",387496.0,495
1134,"Iberia, LA",3301206.0,2971
1135,"Iberville, LA",2379350.0,1414
1136,"Jackson, LA",476245.0,675
1137,"Jefferson, LA",24393552.0,17683
1138,"Jefferson Davis, LA",937218.0,1264
1139,"Lafayette, LA",14650963.0,9050
1140,"Lafourche, LA",4394848.0,3693
1141,"LaSalle, LA",464683.0,427
1142,"Lincoln, LA",1974125.0,1408
1143,"Livingston, LA",2646407.0,3831
1144,"Madison, LA",453693.0,886
1145,"Morehouse, LA",621106.0,809
1146,"Natchitoches, LA",1527340.0,1200
1147,"Orleans, LA",26133518.0,12738
1148,"Ouachita, LA",8069207.0,6364
1149,"Plaquemines, LA",3185178.0,734
1150,"Pointe Coupee, LA",777837.0,1063
1151,"Rapides, LA",6032901.0,4302
1152,"Red River, LA",990372.0,365
1153,"Richland, LA",555725.0,794
1154,"Sabine, LA",771418.0,879
1155,"St. Bernard, LA",1422112.0,1441
1156,"St. Charles, LA",9860844.0,1834
1157,"St. Helena, LA",160368.0,417
1158,"St. James, LA",3065384.0,810
1159,"St. John the Baptist, LA",2202482.0,1595
1160,"St. Landry, LA",2780535.0,3391
1161,"St. Martin, LA",1563900.0,2102
1162,"St. Mary, LA",2774087.0,1947
1163,"St. Tammany, LA",10024328.0,7118
1164,"Tangipahoa, LA",4268647.0,4538
1165,"Tensas, LA",123964.0,163
1166,"Terrebonne, LA",6010442.0,3661
1167,"Union, LA",660878.0,997
1168,"Vermilion, LA",1728883.0,2051
1169,"Vernon, LA",2066324.0,1078
1170,"Washington, LA",1220796.0,1654
1171,"Webster, LA",1238601.0,1307
1172,"West Baton Rouge, LA",3229772.0,915
1173,"West Carroll, LA",267819.0,350
1174,"West Feliciana, LA",920345.0,729
1175,"Winn, LA",500962.0,639
1176,"Androscoggin, ME",4792086.0,754
1177,"Aroostook, ME",2686024.0,46
1178,"Cumberland, ME",21736290.0,2340
1179,"Franklin, ME",1128156.0,62
1180,"Hancock, ME",2518494.0,54
1181,"Kennebec, ME",5677229.0,224
1182,"Knox, ME",1781994.0,43
1183,"Lincoln, ME",1187211.0,50
1184,"Oxford, ME",1792841.0,152
1185,"Penobscot, ME",6785566.0,259
1186,"Piscataquis, ME",610886.0,9
1187,"Sagadahoc, ME",1615928.0,69
1188,"Somerset, ME",1842841.0,86
1189,"Waldo, ME",1156472.0,77
1190,"Washington, ME",1121541.0,18
1191,"York, ME",8422462.0,1223
1192,"Allegany, MD",3199879.0,484
1193,"Anne Arundel, MD",50181212.0,10264
1194,"Baltimore, MD",55028736.0,18213
1195,"Calvert, MD",4739242.0,994
1196,"Caroline, MD",1284618.0,661
1197,"Carroll, MD",6584698.0,1987
1198,"Cecil, MD",4756153.0,1108
1199,"Charles, MD",6032279.0,2829
1200,"Dorchester, MD",1413120.0,608
1201,"Frederick, MD",14105692.0,4144
1202,"Garrett, MD",1371388.0,76
1203,"Harford, MD",13290305.0,3101
1204,"Howard, MD",26163100.0,5172
1205,"Kent, MD",942572.0,305
1206,"Montgomery, MD",95064450.0,22810
1207,"Prince George's, MD",47181860.0,29791
1208,"Queen Anne's, MD",1872222.0,674
1209,"St. Mary's, MD",7362024.0,1330
1210,"Somerset, MD",968922.0,289
1211,"Talbot, MD",2264791.0,574
1212,"Washington, MD",8000383.0,1848
1213,"Wicomico, MD",5445827.0,2025
1214,"Worcester, MD",3137115.0,1071
1215,"Baltimore (Independent City), MD",52193664.0,15864
1216,"Barnstable, MA",14344348.0,2031
1217,"Berkshire, MA",7675980.0,761
1218,"Bristol, MA",26827308.0,10829
1219,"Dukes, MA",2038421.0,82
1220,"Essex, MA",48278444.0,20964
1221,"Franklin, MA",3139629.0,452
1222,"Hampden, MA",23775964.0,8691
1223,"Hampshire, MA",7790962.0,1416
1224,"Middlesex, MA",171126580.0,30218
1225,"Nantucket, MA",2066795.0,123
1226,"Norfolk, MA",56828640.0,11882
1227,"Plymouth, MA",27074970.0,10363
1228,"Suffolk, MA",132808104.0,25850
1229,"Worcester, MA",45711884.0,15236
1230,"Alcona, MI",260024.0,48
1231,"Alger, MI",293380.0,23
1232,"Allegan, MI",4990944.0,805
1233,"Alpena, MI",1159691.0,149
1234,"Antrim, MI",624674.0,72
1235,"Arenac, MI",458434.0,73
1236,"Baraga, MI",297543.0,40
1237,"Barry, MI",1540785.0,338
1238,"Bay, MI",3859251.0,1040
1239,"Benzie, MI",446060.0,83
1240,"Berrien, MI",7741909.0,1933
1241,"Branch, MI",1455257.0,650
1242,"Calhoun, MI",6444581.0,1547
1243,"Cass, MI",1149611.0,618
1244,"Charlevoix, MI",1224572.0,110
1245,"Cheboygan, MI",674663.0,95
1246,"Chippewa, MI",1229861.0,83
1247,"Clare, MI",983023.0,115
1248,"Clinton, MI",1962704.0,727
1249,"Crawford, MI",510803.0,126
1250,"Delta, MI",1336909.0,614
1251,"Dickinson, MI",1453870.0,199
1252,"Eaton, MI",4836999.0,714
1253,"Emmet, MI",1764178.0,165
1254,"Genesee, MI",14993766.0,4829
1255,"Gladwin, MI",529124.0,108
1256,"Gogebic, MI",533170.0,174
1257,"Grand Traverse, MI",5213870.0,516
1258,"Gratiot, MI",1446283.0,298
1259,"Hillsdale, MI",1648242.0,363
1260,"Houghton, MI",1264078.0,620
1261,"Huron, MI",1395753.0,227
1262,"Ingham, MI",16422721.0,3667
1263,"Ionia, MI",1640755.0,384
1264,"Iosco, MI",817352.0,231
1265,"Iron, MI",368448.0,225
1266,"Isabella, MI",2583490.0,731
1267,"Jackson, MI",6369746.0,1150
1268,"Kalamazoo, MI",14181921.0,3156
1269,"Kalkaska, MI",598102.0,90
1270,"Kent, MI",43492940.0,10375
1271,"Keweenaw, MI",69390.0,11
1272,"Lake, MI",240080.0,36
1273,"Lapeer, MI",2260625.0,647
1274,"Leelanau, MI",725440.0,114
1275,"Lenawee, MI",3042078.0,861
1276,"Livingston, MI",7040015.0,1442
1277,"Luce, MI",201825.0,14
1278,"Mackinac, MI",676298.0,74
1279,"Macomb, MI",40943060.0,14995
1280,"Manistee, MI",791774.0,84
1281,"Marquette, MI",3271060.0,414
1282,"Mason, MI",1132577.0,137
1283,"Mecosta, MI",1326809.0,236
1284,"Menominee, MI",766701.0,449
1285,"Midland, MI",5514760.0,648
1286,"Missaukee, MI",380293.0,67
1287,"Monroe, MI",6384733.0,1565
1288,"Montcalm, MI",1758389.0,356
1289,"Montmorency, MI",294270.0,16
1290,"Muskegon, MI",6554093.0,1575
1291,"Newaygo, MI",1424804.0,400
1292,"Oakland, MI",112604210.0,20993
1293,"Oceana, MI",806103.0,529
1294,"Ogemaw, MI",618410.0,69
1295,"Ontonagon, MI",160494.0,44
1296,"Osceola, MI",754134.0,99
1297,"Oscoda, MI",234153.0,32
1298,"Otsego, MI",1016668.0,188
1299,"Ottawa, MI",14723009.0,3590
1300,"Presque Isle, MI",432779.0,27
1301,"Roscommon, MI",661894.0,103
1302,"Saginaw, MI",9155949.0,3045
1303,"St. Clair, MI",5813217.0,1059
1304,"St. Joseph, MI",2135983.0,830
1305,"Sanilac, MI",1239060.0,154
1306,"Schoolcraft, MI",346393.0,34
1307,"Shiawassee, MI",1886829.0,542
1308,"Tuscola, MI",1423947.0,520
1309,"Van Buren, MI",3004368.0,788
1310,"Washtenaw, MI",24661984.0,3852
1311,"Wayne, MI",99069944.0,35704
1312,"Wexford, MI",1347718.0,131
1313,"Aitkin, MN",497312.0,97
1314,"Anoka, MN",15380653.0,6494
1315,"Becker, MN",1430349.0,305
1316,"Beltrami, MN",1837028.0,499
1317,"Benton, MN",1725974.0,588
1318,"Big Stone, MN",265518.0,88
1319,"Blue Earth, MN",4340014.0,1780
1320,"Brown, MN",1441217.0,210
1321,"Carlton, MN",1322843.0,295
1322,"Carver, MN",5425604.0,1470
1323,"Cass, MN",1030365.0,206
1324,"Chippewa, MN",621778.0,243
1325,"Chisago, MN",1615818.0,558
1326,"Clay, MN",2078587.0,1508
1327,"Clearwater, MN",311877.0,35
1328,"Cook, MN",290595.0,7
1329,"Cottonwood, MN",712254.0,232
1330,"Crow Wing, MN",2857627.0,601
1331,"Dakota, MN",27833648.0,7841
1332,"Dodge, MN",769079.0,276
1333,"Douglas, MN",2042132.0,396
1334,"Faribault, MN",554869.0,154
1335,"Fillmore, MN",663742.0,150
1336,"Freeborn, MN",1286215.0,555
1337,"Goodhue, MN",3016029.0,402
1338,"Grant, MN",329817.0,65
1339,"Hennepin, MN",137015470.0,28158
1340,"Houston, MN",570105.0,142
1341,"Hubbard, MN",762328.0,144
1342,"Isanti, MN",1236114.0,333
1343,"Itasca, MN",2324749.0,384
1344,"Jackson, MN",687809.0,159
1345,"Kanabec, MN",437839.0,140
1346,"Kandiyohi, MN",2750481.0,1090
1347,"Kittson, MN",279567.0,12
1348,"Koochiching, MN",550425.0,123
1349,"Lac qui Parle, MN",360525.0,78
1350,"Lake, MN",708704.0,68
1351,"Lake of the Woods, MN",212555.0,25
1352,"Le Sueur, MN",1002038.0,488
1353,"Lincoln, MN",359265.0,118
1354,"Lyon, MN",1506556.0,756
1355,"McLeod, MN",1948223.0,505
1356,"Mahnomen, MN",195310.0,49
1357,"Marshall, MN",407540.0,55
1358,"Martin, MN",1057327.0,488
1359,"Meeker, MN",874704.0,225
1360,"Mille Lacs, MN",868672.0,181
1361,"Morrison, MN",1215508.0,302
1362,"Mower, MN",2104671.0,1357
1363,"Murray, MN",558780.0,185
1364,"Nicollet, MN",1569956.0,570
1365,"Nobles, MN",1311500.0,1997
1366,"Norman, MN",279954.0,64
1367,"Olmsted, MN",11590720.0,2601
1368,"Otter Tail, MN",2485768.0,495
1369,"Pennington, MN",1279101.0,123
1370,"Pine, MN",738049.0,371
1371,"Pipestone, MN",720106.0,255
1372,"Polk, MN",1519537.0,343
1373,"Pope, MN",616618.0,104
1374,"Ramsey, MN",43485970.0,11340
1375,"Red Lake, MN",220263.0,45
1376,"Redwood, MN",838365.0,193
1377,"Renville, MN",720155.0,170
1378,"Rice, MN",2602833.0,1377
1379,"Rock, MN",656257.0,188
1380,"Roseau, MN",1381719.0,139
1381,"St. Louis, MN",11707027.0,1840
1382,"Scott, MN",6196604.0,2700
1383,"Sherburne, MN",3635088.0,1222
1384,"Sibley, MN",451934.0,204
1385,"Stearns, MN",8854903.0,4206
1386,"Steele, MN",2439192.0,571
1387,"Stevens, MN",648931.0,115
1388,"Swift, MN",540316.0,153
1389,"Todd, MN",860695.0,517
1390,"Traverse, MN",246155.0,38
1391,"Wabasha, MN",721790.0,216
1392,"Wadena, MN",541361.0,74
1393,"Waseca, MN",851828.0,770
1394,"Washington, MN",10780297.0,4034
1395,"Watonwan, MN",443556.0,535
1396,"Wilkin, MN",366602.0,76
1397,"Winona, MN",2701481.0,956
1398,"Wright, MN",4571642.0,1765
1399,"Yellow Medicine, MN",599903.0,207
1400,"Adams, MS",977457.0,958
1401,"Alcorn, MS",1297723.0,852
1402,"Amite, MS",212452.0,345
1403,"Attala, MS",512611.0,687
1404,"Benton, MS",364730.0,244
1405,"Bolivar, MS",1102877.0,1889
1406,"Calhoun, MS",327946.0,537
1407,"Carroll, MS",138997.0,332
1408,"Chickasaw, MS",496317.0,710
1409,"Choctaw, MS",774540.0,188
1410,"Claiborne, MS",674451.0,465
1411,"Clarke, MS",292231.0,620
1412,"Clay, MS",561430.0,605
1413,"Coahoma, MS",689072.0,1184
1414,"Copiah, MS",678188.0,1223
1415,"Covington, MS",562003.0,836
1416,"DeSoto, MS",5660020.0,5752
1417,"Forrest, MS",4053057.0,2583
1418,"Franklin, MS",178741.0,201
1419,"George, MS",450269.0,813
1420,"Greene, MS",172421.0,401
1421,"Grenada, MS",875660.0,1114
1422,"Hancock, MS",1769168.0,610
1423,"Harrison, MS",9003898.0,4043
1424,"Hinds, MS",12705708.0,7263
1425,"Holmes, MS",301926.0,1105
1426,"Humphreys, MS",178980.0,379
1427,"Issaquena, MS",20620.0,106
1428,"Itawamba, MS",550582.0,903
1429,"Jackson, MS",8198108.0,3709
1430,"Jasper, MS",534860.0,592
1431,"Jefferson, MS",118542.0,244
1432,"Jefferson Davis, MS",185126.0,349
1433,"Jones, MS",2789355.0,2560
