,County Name,GDP 2018,10/2/20 Known Covid Cases
2137,"Caddo, OK",879537.0,840
2138,"Canadian, OK",4653986.0,2461
2139,"Carter, OK",2724690.0,583
2140,"Cherokee, OK",1250377.0,1148
2141,"Choctaw, OK",452682.0,340
2142,"Cimarron, OK",185921.0,27
2143,"Cleveland, OK",8108704.0,6349
2144,"Coal, OK",119371.0,72
2145,"Comanche, OK",5012942.0,1715
2146,"Cotton, OK",155653.0,69
2147,"Craig, OK",479719.0,516
2148,"Creek, OK",1965838.0,1216
2149,"Custer, OK",1610627.0,748
2150,"Delaware, OK",841354.0,824
2151,"Dewey, OK",317468.0,70
2152,"Ellis, OK",278324.0,13
2153,"Garfield, OK",2886362.0,1798
2154,"Garvin, OK",1430718.0,401
2155,"Grady, OK",1412899.0,1172
2156,"Grant, OK",364223.0,53
2157,"Greer, OK",107010.0,109
2158,"Harmon, OK",64883.0,50
2159,"Harper, OK",255721.0,31
2160,"Haskell, OK",330874.0,298
2161,"Hughes, OK",326569.0,300
2162,"Jackson, OK",1283950.0,822
2163,"Jefferson, OK",131266.0,46
2164,"Johnston, OK",390745.0,211
2165,"Kay, OK",1847931.0,670
2166,"Kingfisher, OK",954094.0,385
2167,"Kiowa, OK",220864.0,85
2168,"Latimer, OK",333052.0,143
2169,"Le Flore, OK",1423572.0,1219
2170,"Lincoln, OK",726089.0,524
2171,"Logan, OK",704497.0,552
2172,"Love, OK",459186.0,210
2173,"McClain, OK",1058630.0,924
2174,"McCurtain, OK",984707.0,1330
2175,"McIntosh, OK",354815.0,349
2176,"Major, OK",390843.0,96
2177,"Marshall, OK",550957.0,193
2178,"Mayes, OK",1602687.0,699
2179,"Murray, OK",555529.0,161
2180,"Muskogee, OK",3302371.0,1920
2181,"Noble, OK",690331.0,162
2182,"Nowata, OK",185274.0,152
2183,"Okfuskee, OK",227408.0,151
2184,"Oklahoma, OK",64352016.0,18709
2185,"Okmulgee, OK",916127.0,876
2186,"Osage, OK",818659.0,1118
2187,"Ottawa, OK",991868.0,910
2188,"Pawnee, OK",367670.0,260
2189,"Payne, OK",3427886.0,2386
2190,"Pittsburg, OK",1883968.0,986
2191,"Pontotoc, OK",2186329.0,471
2192,"Pottawatomie, OK",2017700.0,1458
2193,"Pushmataha, OK",234998.0,174
2194,"Roger Mills, OK",155519.0,62
2195,"Rogers, OK",2918771.0,1969
2196,"Seminole, OK",758506.0,489
2197,"Sequoyah, OK",733241.0,944
2198,"Stephens, OK",1551518.0,468
2199,"Texas, OK",1353430.0,1587
2200,"Tillman, OK",287506.0,108
2201,"Tulsa, OK",49075160.0,17632
2202,"Wagoner, OK",1170736.0,1531
2203,"Washington, OK",6079468.0,1018
2204,"Washita, OK",269929.0,97
2205,"Woods, OK",560310.0,114
2206,"Woodward, OK",1247398.0,1107
2207,"Baker, OR",652733.0,100
2208,"Benton, OR",5123071.0,341
2209,"Clackamas, OR",21482672.0,2506
2210,"Clatsop, OR",2008268.0,224
2211,"Columbia, OR",1384309.0,191
2212,"Coos, OR",2400979.0,167
2213,"Crook, OR",782054.0,63
2214,"Curry, OR",713708.0,32
2215,"Deschutes, OR",9326898.0,880
2216,"Douglas, OR",3938195.0,251
2217,"Gilliam, OR",317996.0,8
2218,"Grant, OR",290087.0,10
2219,"Harney, OR",293870.0,12
2220,"Hood River, OR",1286163.0,253
2221,"Jackson, OR",9323330.0,1229
2222,"Jefferson, OR",796137.0,555
2223,"Josephine, OR",2896389.0,212
2224,"Klamath, OR",2577225.0,295
2225,"Lake, OR",311931.0,33
2226,"Lane, OR",17205000.0,1361
2227,"Lincoln, OR",2025081.0,482
2228,"Linn, OR",5014306.0,552
2229,"Malheur, OR",1299565.0,1673
2230,"Marion, OR",16212174.0,4848
2231,"Morrow, OR",1118322.0,516
2232,"Multnomah, OR",67121016.0,7402
2233,"Polk, OR",2045571.0,543
2234,"Sherman, OR",643639.0,18
2235,"Tillamook, OR",1048241.0,53
2236,"Umatilla, OR",3865074.0,3064
2237,"Union, OR",1094648.0,445
2238,"Wallowa, OR",385643.0,34
2239,"Wasco, OR",1361786.0,303
2240,"Washington, OR",49680870.0,4713
2241,"Wheeler, OR",67001.0,0
2242,"Yamhill, OR",3688878.0,794
2243,"Adams, PA",3906093.0,864
2244,"Allegheny, PA",96697540.0,12527
2245,"Armstrong, PA",2528848.0,456
2246,"Beaver, PA",8031494.0,1953
2247,"Bedford, PA",1661793.0,253
2248,"Berks, PA",20444464.0,7258
2249,"Blair, PA",5981718.0,741
2250,"Bradford, PA",4557598.0,183
2251,"Bucks, PA",34399200.0,8984
2252,"Butler, PA",10866790.0,1101
2253,"Cambria, PA",5071347.0,639
2254,"Cameron, PA",276755.0,8
2255,"Carbon, PA",2329859.0,473
2256,"Centre, PA",8934267.0,2854
2257,"Chester, PA",45687252.0,6998
2258,"Clarion, PA",1348207.0,130
2259,"Clearfield, PA",2897652.0,339
2260,"Clinton, PA",1620585.0,209
2261,"Columbia, PA",2567183.0,933
2262,"Crawford, PA",3284618.0,321
2263,"Cumberland, PA",15311473.0,1945
2264,"Dauphin, PA",23610378.0,3897
2265,"Delaware, PA",34373310.0,11621
2266,"Elk, PA",1624203.0,76
2267,"Erie, PA",12499735.0,1603
2268,"Fayette, PA",4391035.0,822
2269,"Forest, PA",291548.0,15
2270,"Franklin, PA",6182176.0,1807
2271,"Fulton, PA",719605.0,52
2272,"Greene, PA",4132735.0,191
2273,"Huntingdon, PA",1397226.0,431
2274,"Indiana, PA",4244361.0,754
2275,"Jefferson, PA",1699342.0,117
2276,"Juniata, PA",835756.0,195
2277,"Lackawanna, PA",10170820.0,2656
2278,"Lancaster, PA",29441064.0,8102
2279,"Lawrence, PA",3156818.0,548
2280,"Lebanon, PA",6212291.0,2112
2281,"Lehigh, PA",23988328.0,5731
2282,"Luzerne, PA",16620004.0,4157
2283,"Lycoming, PA",6612948.0,724
2284,"McKean, PA",1967034.0,60
2285,"Mercer, PA",4563798.0,757
2286,"Mifflin, PA",1734350.0,232
2287,"Monroe, PA",6513963.0,1816
2288,"Montgomery, PA",77554850.0,12397
2289,"Montour, PA",1901516.0,200
2290,"Northampton, PA",14023008.0,4554
2291,"Northumberland, PA",3281793.0,1098
2292,"Perry, PA",975027.0,239
2293,"Philadelphia, PA",120491944.0,32590
2294,"Pike, PA",1427387.0,589
2295,"Potter, PA",796643.0,30
2296,"Schuylkill, PA",5368483.0,1224
2297,"Snyder, PA",1726286.0,366
2298,"Somerset, PA",2830594.0,231
2299,"Sullivan, PA",495416.0,13
2300,"Susquehanna, PA",4041390.0,300
2301,"Tioga, PA",2104556.0,83
2302,"Union, PA",1947749.0,490
2303,"Venango, PA",1919454.0,95
2304,"Warren, PA",1741613.0,44
2305,"Washington, PA",15895056.0,1403
2306,"Wayne, PA",1726625.0,253
2307,"Westmoreland, PA",14430235.0,2353
2308,"Wyoming, PA",2121606.0,79
2309,"York, PA",20978990.0,5008
2310,"Bristol, RI",1761040.0,414
2311,"Kent, RI",9061784.0,1945
2312,"Newport, RI",5953558.0,530
2313,"Providence, RI",36773750.0,18927
2314,"Washington, RI",7037459.0,877
2315,"Abbeville, SC",590435.0,606
2316,"Aiken, SC",6958015.0,4319
2317,"Allendale, SC",393724.0,397
2318,"Anderson, SC",7093200.0,4637
2319,"Bamberg, SC",354546.0,648
2320,"Barnwell, SC",709055.0,751
2321,"Beaufort, SC",7494920.0,5724
2322,"Berkeley, SC",7753631.0,5522
2323,"Calhoun, SC",857522.0,462
2324,"Charleston, SC",31412676.0,15932
2325,"Cherokee, SC",2120978.0,1191
2326,"Chester, SC",1194010.0,1054
2327,"Chesterfield, SC",1596558.0,1255
2328,"Clarendon, SC",625922.0,1109
2329,"Colleton, SC",1033414.0,1057
2330,"Darlington, SC",2578701.0,2089
2331,"Dillon, SC",854575.0,1072
2332,"Dorchester, SC",3542221.0,4225
2333,"Edgefield, SC",593837.0,823
2334,"Fairfield, SC",1351997.0,779
2335,"Florence, SC",7556486.0,4986
2336,"Georgetown, SC",2498440.0,1916
2337,"Greenville, SC",30906084.0,14684
2338,"Greenwood, SC",2970610.0,2265
2339,"Hampton, SC",497746.0,681
2340,"Horry, SC",12734507.0,10468
2341,"Jasper, SC",1032759.0,823
2342,"Kershaw, SC",2034163.0,2049
2343,"Lancaster, SC",3820694.0,2197
2344,"Laurens, SC",4559554.0,1704
2345,"Lee, SC",372343.0,717
2346,"Lexington, SC",12268323.0,7584
2347,"McCormick, SC",219175.0,242
2348,"Marion, SC",603140.0,913
2349,"Marlboro, SC",822551.0,940
2350,"Newberry, SC",1541070.0,1296
2351,"Oconee, SC",3893248.0,1785
2352,"Orangeburg, SC",3429945.0,3139
2353,"Pickens, SC",3872382.0,3210
2354,"Richland, SC",26201102.0,15522
2355,"Saluda, SC",405715.0,689
2356,"Spartanburg, SC",15295526.0,7018
2357,"Sumter, SC",4246233.0,3259
2358,"Union, SC",754531.0,589
2359,"Williamsburg, SC",833908.0,1340
2360,"York, SC",11449698.0,5517
2361,"Aurora, SD",135735.0,66
2362,"Beadle, SD",1008786.0,831
2363,"Bennett, SD",71108.0,72
2364,"Bon Homme, SD",242896.0,98
2365,"Brookings, SD",2129833.0,822
2366,"Brown, SD",2258168.0,1292
2367,"Brule, SD",268103.0,141
2368,"Buffalo, SD",108028.0,150
2369,"Butte, SD",304016.0,123
2370,"Campbell, SD",98553.0,37
2371,"Charles Mix, SD",611445.0,198
2372,"Clark, SD",162511.0,45
2373,"Clay, SD",643407.0,576
2374,"Codington, SD",1500445.0,954
2375,"Corson, SD",115637.0,93
2376,"Custer, SD",230324.0,196
2377,"Davison, SD",1155059.0,380
2378,"Day, SD",267311.0,93
2379,"Deuel, SD",252908.0,90
2380,"Dewey, SD",193691.0,167
2381,"Douglas, SD",218615.0,96
2382,"Edmunds, SD",197961.0,100
2383,"Fall River, SD",271885.0,100
2384,"Faulk, SD",87276.0,76
2385,"Grant, SD",574691.0,165
2386,"Gregory, SD",208893.0,144
2387,"Haakon, SD",105319.0,29
2388,"Hamlin, SD",214543.0,106
2389,"Hand, SD",180802.0,54
2390,"Hanson, SD",152886.0,46
2391,"Harding, SD",75493.0,4
2392,"Hughes, SD",1224359.0,514
2393,"Hutchinson, SD",459531.0,118
2394,"Hyde, SD",80365.0,20
2395,"Jackson, SD",74000.0,37
2396,"Jerauld, SD",218148.0,99
2397,"Jones, SD",67797.0,17
2398,"Kingsbury, SD",263537.0,63
2399,"Lake, SD",593688.0,209
2400,"Lawrence, SD",1110924.0,449
2401,"Lincoln, SD",2488573.0,1502
2402,"Lyman, SD",239337.0,175
2403,"McCook, SD",259880.0,117
2404,"McPherson, SD",74661.0,38
2405,"Marshall, SD",332693.0,46
2406,"Meade, SD",779553.0,597
2407,"Mellette, SD",33165.0,34
2408,"Miner, SD",138802.0,28
2409,"Minnehaha, SD",17766272.0,7011
2410,"Moody, SD",302533.0,104
2411,"Oglala Lakota, SD",327045.0,325
2412,"Pennington, SD",5802018.0,2516
2413,"Perkins, SD",144846.0,42
2414,"Potter, SD",145955.0,47
2415,"Roberts, SD",350417.0,224
2416,"Sanborn, SD",153055.0,35
2417,"Spink, SD",286905.0,149
2418,"Stanley, SD",198987.0,45
2419,"Sully, SD",132230.0,14
2420,"Todd, SD",240112.0,140
2421,"Tripp, SD",286989.0,178
2422,"Turner, SD",453377.0,179
2423,"Union, SD",1330169.0,444
2424,"Walworth, SD",233951.0,138
2425,"Yankton, SD",1319786.0,461
2426,"Ziebach, SD",54931.0,63
2427,"Anderson, TN",4770850.0,1248
2428,"Bedford, TN",1824402.0,1392
2429,"Benton, TN",386699.0,343
2430,"Bledsoe, TN",224732.0,867
2431,"Blount, TN",5384691.0,2629
2432,"Bradley, TN",4907911.0,3009
2433,"Campbell, TN",917213.0,483
2434,"Cannon, TN",272721.0,310
2435,"Carroll, TN",770399.0,941
2436,"Carter, TN",1173099.0,1206
2437,"Cheatham, TN",1092289.0,836
2438,"Chester, TN",371878.0,659
2439,"Claiborne, TN",812249.0,452
2440,"Clay, TN",192814.0,246
2441,"Cocke, TN",1134746.0,774
2442,"Coffee, TN",2861356.0,1330
2443,"Crockett, TN",578776.0,566
2444,"Cumberland, TN",1739411.0,1246
2445,"Davidson, TN",71674550.0,26959
2446,"Decatur, TN",355058.0,548
2447,"DeKalb, TN",790073.0,579
2448,"Dickson, TN",1853773.0,1314
2449,"Dyer, TN",1636436.0,1476
2450,"Fayette, TN",1044029.0,1241
2451,"Fentress, TN",460492.0,605
2452,"Franklin, TN",1141370.0,1022
2453,"Gibson, TN",1575951.0,1785
2454,"Giles, TN",1116040.0,672
2455,"Grainger, TN",426775.0,411
2456,"Greene, TN",2430483.0,1198
2457,"Grundy, TN",238649.0,352
2458,"Hamblen, TN",3377502.0,1999
2459,"Hamilton, TN",26341436.0,9789
2460,"Hancock, TN",95943.0,110
2461,"Hardeman, TN",647586.0,1602
2462,"Hardin, TN",1009909.0,1096
2463,"Hawkins, TN",2159687.0,860
2464,"Haywood, TN",811020.0,1028
2465,"Henderson, TN",858077.0,1209
2466,"Henry, TN",1215451.0,645
2467,"Hickman, TN",428446.0,630
2468,"Houston, TN",159358.0,284
2469,"Humphreys, TN",694903.0,288
2470,"Jackson, TN",196759.0,347
2471,"Jefferson, TN",1514345.0,1189
2472,"Johnson, TN",430699.0,764
2473,"Knox, TN",27307968.0,9801
2474,"Lake, TN",210981.0,928
2475,"Lauderdale, TN",760976.0,1031
2476,"Lawrence, TN",1185737.0,1130
2477,"Lewis, TN",285388.0,220
2478,"Lincoln, TN",1007090.0,655
2479,"Loudon, TN",1782342.0,1249
2480,"McMinn, TN",2186007.0,1186
2481,"McNairy, TN",651958.0,946
2482,"Macon, TN",547031.0,1082
2483,"Madison, TN",5904599.0,3109
2484,"Marion, TN",828230.0,563
2485,"Marshall, TN",1050646.0,807
2486,"Maury, TN",3696773.0,2486
2487,"Meigs, TN",248427.0,234
2488,"Monroe, TN",1340736.0,1101
2489,"Montgomery, TN",5578688.0,3205
2490,"Moore, TN",202648.0,189
2491,"Morgan, TN",299323.0,330
2492,"Obion, TN",1126317.0,1262
2493,"Overton, TN",551897.0,801
2494,"Perry, TN",192242.0,154
2495,"Pickett, TN",146021.0,132
2496,"Polk, TN",310353.0,414
2497,"Putnam, TN",3745588.0,3443
2498,"Rhea, TN",2155452.0,878
2499,"Roane, TN",2492347.0,936
2500,"Robertson, TN",2368047.0,2272
2501,"Rutherford, TN",15039503.0,9624
2502,"Scott, TN",589311.0,236
2503,"Sequatchie, TN",278255.0,249
2504,"Sevier, TN",4148649.0,2715
2505,"Shelby, TN",65031816.0,31389
2506,"Smith, TN",745508.0,763
2507,"Stewart, TN",919563.0,226
2508,"Sullivan, TN",8169722.0,2324
2509,"Sumner, TN",6706911.0,4989
2510,"Tipton, TN",1172035.0,1878
2511,"Trousdale, TN",205452.0,1682
2512,"Unicoi, TN",568112.0,293
2513,"Union, TN",352576.0,395
2514,"Van Buren, TN",101598.0,168
2515,"Warren, TN",1421164.0,1093
2516,"Washington, TN",6099780.0,2435
2517,"Wayne, TN",337678.0,1513
2518,"Weakley, TN",1210373.0,1252
2519,"White, TN",742352.0,876
2520,"Williamson, TN",22991780.0,5478
2521,"Wilson, TN",5007946.0,3653
2522,"Anderson, TX",1988266.0,2829
2523,"Andrews, TX",3861784.0,452
2524,"Angelina, TX",3815116.0,2189
2525,"Aransas, TX",648970.0,323
2526,"Archer, TX",341982.0,87
2527,"Armstrong, TX",54103.0,13
2528,"Atascosa, TX",3762102.0,1166
2529,"Austin, TX",1385550.0,499
2530,"Bailey, TX",419838.0,228
2531,"Bandera, TX",363194.0,160
2532,"Bastrop, TX",2146243.0,1856
2533,"Baylor, TX",166188.0,20
2534,"Bee, TX",846226.0,1818
2535,"Bell, TX",16620763.0,5606
2536,"Bexar, TX",109073496.0,58039
2537,"Blanco, TX",342896.0,145
2538,"Borden, TX",431533.0,1
2539,"Bosque, TX",645583.0,345
2540,"Bowie, TX",4170563.0,1439
2541,"Brazoria, TX",17654526.0,11509
2542,"Brazos, TX",10272786.0,6536
2543,"Brewster, TX",414312.0,220
2544,"Briscoe, TX",99607.0,15
2545,"Brooks, TX",313721.0,325
2546,"Brown, TX",1448436.0,590
2547,"Burleson, TX",1327378.0,348
2548,"Burnet, TX",1522258.0,756
2549,"Caldwell, TX",942426.0,1600
2550,"Calhoun, TX",2090910.0,831
2551,"Callahan, TX",304751.0,97
2552,"Cameron, TX",11338634.0,22917
2553,"Camp, TX",452090.0,363
2554,"Carson, TX",903542.0,29
2555,"Cass, TX",840550.0,387
2556,"Castro, TX",348012.0,263
2557,"Chambers, TX",2219120.0,1371
2558,"Cherokee, TX",1579208.0,1571
2559,"Childress, TX",233354.0,75
2560,"Clay, TX",241940.0,79
2561,"Cochran, TX",279078.0,59
2562,"Coke, TX",125228.0,53
2563,"Coleman, TX",232625.0,79
2564,"Collin, TX",64924440.0,14154
2565,"Collingsworth, TX",106874.0,19
2566,"Colorado, TX",858768.0,487
2567,"Comal, TX",6121044.0,2753
2568,"Comanche, TX",456282.0,311
2569,"Concho, TX",106629.0,135
2570,"Cooke, TX",2796243.0,463
2571,"Coryell, TX",1733617.0,1839
2572,"Cottle, TX",80785.0,29
2573,"Crane, TX",757678.0,72
2574,"Crockett, TX",983987.0,164
2575,"Crosby, TX",277325.0,88
2576,"Culberson, TX",1133585.0,55
2577,"Dallam, TX",491534.0,261
2578,"Dallas, TX",264438880.0,82410
2579,"Dawson, TX",701087.0,487
2580,"Deaf Smith, TX",1206267.0,904
2581,"Delta, TX",100604.0,29
2582,"Denton, TX",30992948.0,12319
2583,"DeWitt, TX",4703748.0,997
2584,"Dickens, TX",125960.0,50
2585,"Dimmit, TX",3999511.0,258
2586,"Donley, TX",157262.0,66
2587,"Duval, TX",406807.0,448
2588,"Eastland, TX",1167412.0,186
2589,"Ector, TX",12571130.0,3183
2590,"Edwards, TX",87078.0,67
2591,"Ellis, TX",5964052.0,4472
2592,"El Paso, TX",32412416.0,24999
2593,"Erath, TX",1730459.0,884
2594,"Falls, TX",428027.0,301
2595,"Fannin, TX",827955.0,695
2596,"Fayette, TX",1655361.0,492
2597,"Fisher, TX",239203.0,67
2598,"Floyd, TX",309429.0,111
2599,"Foard, TX",46250.0,13
2600,"Fort Bend, TX",25918414.0,16494
2601,"Franklin, TX",415847.0,136
2602,"Freestone, TX",1218688.0,417
2603,"Frio, TX",1842282.0,984
2604,"Gaines, TX",2436183.0,371
2605,"Galveston, TX",15020639.0,11715
2606,"Garza, TX",310255.0,105
2607,"Gillespie, TX",977897.0,321
2608,"Glasscock, TX",3410699.0,9
2609,"Goliad, TX",362954.0,155
2610,"Gonzales, TX",3317482.0,1063
2611,"Gray, TX",1091101.0,325
2612,"Grayson, TX",5079386.0,1935
2613,"Gregg, TX",8515870.0,2291
2614,"Grimes, TX",1141162.0,1089
2615,"Guadalupe, TX",10258297.0,3643
2616,"Hale, TX",1394541.0,1926
2617,"Hall, TX",83442.0,34
2618,"Hamilton, TX",247535.0,149
2619,"Hansford, TX",716108.0,144
2620,"Hardeman, TX",173828.0,30
2621,"Hardin, TX",1375137.0,1360
2622,"Harris, TX",387731520.0,143530
2623,"Harrison, TX",4589331.0,922
2624,"Hartley, TX",687541.0,140
2625,"Haskell, TX",285117.0,70
2626,"Hays, TX",7138280.0,5946
2627,"Hemphill, TX",746550.0,78
2628,"Henderson, TX",1845415.0,1006
2629,"Hidalgo, TX",23349216.0,32198
2630,"Hill, TX",1001179.0,700
2631,"Hockley, TX",1876448.0,369
2632,"Hood, TX",2293277.0,992
2633,"Hopkins, TX",1422254.0,385
2634,"Houston, TX",858201.0,384
2635,"Howard, TX",6047038.0,892
2636,"Hudspeth, TX",157655.0,61
2637,"Hunt, TX",4018199.0,1679
2638,"Hutchinson, TX",7678225.0,230
2639,"Irion, TX",1134838.0,12
2640,"Jack, TX",570430.0,140
2641,"Jackson, TX",744658.0,614
2642,"Jasper, TX",1058301.0,483
2643,"Jeff Davis, TX",80001.0,14
2644,"Jefferson, TX",25708480.0,7560
2645,"Jim Hogg, TX",221545.0,111
2646,"Jim Wells, TX",1946129.0,1506
2647,"Johnson, TX",6046893.0,3141
2648,"Jones, TX",515656.0,567
2649,"Karnes, TX",8534558.0,944
2650,"Kaufman, TX",5082589.0,3196
2651,"Kendall, TX",2065860.0,343
2652,"Kenedy, TX",257943.0,7
2653,"Kent, TX",282863.0,9
2654,"Kerr, TX",1903847.0,606
2655,"Kimble, TX",141161.0,16
2656,"King, TX",147124.0,0
2657,"Kinney, TX",124231.0,47
2658,"Kleberg, TX",1225240.0,1014
2659,"Knox, TX",172575.0,102
2660,"Lamar, TX",2440695.0,1251
2661,"Lamb, TX",750304.0,344
2662,"Lampasas, TX",483849.0,262
2663,"La Salle, TX",4977968.0,346
2664,"Lavaca, TX",1176217.0,1010
2665,"Lee, TX",917059.0,231
2666,"Leon, TX",861752.0,253
2667,"Liberty, TX",2036872.0,2241
2668,"Limestone, TX",1497901.0,582
2669,"Lipscomb, TX",494222.0,34
2670,"Live Oak, TX",1402341.0,374
2671,"Llano, TX",726480.0,137
2672,"Loving, TX",5868842.0,0
2673,"Lubbock, TX",14038142.0,12242
2674,"Lynn, TX",230762.0,109
2675,"McCulloch, TX",402026.0,165
2676,"McLennan, TX",13863563.0,8255
2677,"McMullen, TX",2306017.0,24
2678,"Madison, TX",528932.0,725
2679,"Marion, TX",303720.0,152
2680,"Martin, TX",6383456.0,77
2681,"Mason, TX",132967.0,78
2682,"Matagorda, TX",2239398.0,1049
2683,"Maverick, TX",1634141.0,3712
2684,"Medina, TX",981808.0,1224
2685,"Menard, TX",61322.0,29
2686,"Midland, TX",26437372.0,3890
2687,"Milam, TX",688772.0,510
2688,"Mills, TX",199240.0,60
2689,"Mitchell, TX",411807.0,94
2690,"Montague, TX",813588.0,189
2691,"Montgomery, TX",24858536.0,10960
2692,"Moore, TX",1512639.0,1184
2693,"Morris, TX",678819.0,191
2694,"Motley, TX",41217.0,9
2695,"Nacogdoches, TX",2613425.0,1643
2696,"Navarro, TX",1678065.0,1317
2697,"Newton, TX",531501.0,182
2698,"Nolan, TX",980826.0,266
2699,"Nueces, TX",20651892.0,15946
2700,"Ochiltree, TX",1170482.0,144
2701,"Oldham, TX",307273.0,19
2702,"Orange, TX",3597548.0,1999
2703,"Palo Pinto, TX",1038729.0,585
2704,"Panola, TX",2113699.0,396
2705,"Parker, TX",4044247.0,2021
2706,"Parmer, TX",1298062.0,443
2707,"Pecos, TX",2584354.0,390
2708,"Polk, TX",1276907.0,873
2709,"Potter, TX",8654816.0,6072
2710,"Presidio, TX",240599.0,97
2711,"Rains, TX",207676.0,72
2712,"Randall, TX",3841544.0,3135
2713,"Reagan, TX",3916887.0,89
2714,"Real, TX",83214.0,118
2715,"Red River, TX",261687.0,167
2716,"Reeves, TX",8916268.0,212
2717,"Refugio, TX",428821.0,310
2718,"Roberts, TX",621882.0,11
2719,"Robertson, TX",1652298.0,319
2720,"Rockwall, TX",3365077.0,1659
2721,"Runnels, TX",312385.0,279
2722,"Rusk, TX",2679406.0,965
2723,"Sabine, TX",303666.0,82
2724,"San Augustine, TX",777580.0,207
2725,"San Jacinto, TX",365557.0,227
2726,"San Patricio, TX",2516923.0,1495
2727,"San Saba, TX",198811.0,66
2728,"Schleicher, TX",143163.0,53
2729,"Scurry, TX",1997209.0,760
2730,"Shackelford, TX",276740.0,28
2731,"Shelby, TX",1309982.0,485
2732,"Sherman, TX",231144.0,66
2733,"Smith, TX",11042024.0,3876
2734,"Somervell, TX",1324486.0,147
2735,"Starr, TX",1378466.0,3451
2736,"Stephens, TX",470556.0,138
2737,"Sterling, TX",267534.0,5
2738,"Stonewall, TX",213689.0,16
2739,"Sutton, TX",439206.0,84
2740,"Swisher, TX",418013.0,107
2741,"Tarrant, TX",120101300.0,47107
2742,"Taylor, TX",6747621.0,1533
2743,"Terrell, TX",113340.0,3
2744,"Terry, TX",673374.0,269
2745,"Throckmorton, TX",113097.0,8
2746,"Titus, TX",1797981.0,1480
2747,"Tom Green, TX",5704607.0,2300
2748,"Travis, TX",111568560.0,29576
2749,"Trinity, TX",264020.0,198
2750,"Tyler, TX",425127.0,230
2751,"Upshur, TX",852868.0,402
2752,"Upton, TX",4754231.0,25
2753,"Uvalde, TX",908495.0,797
2754,"Val Verde, TX",1823395.0,2212
2755,"Van Zandt, TX",1156035.0,595
2756,"Victoria, TX",5203232.0,4087
2757,"Walker, TX",2297523.0,3748
2758,"Waller, TX",1953415.0,871
2759,"Ward, TX",3292641.0,135
2760,"Washington, TX",2257642.0,642
2761,"Webb, TX",11710143.0,14000
2762,"Wharton, TX",1837192.0,1377
2763,"Wheeler, TX",721222.0,48
2764,"Wichita, TX",5975675.0,1899
2765,"Wilbarger, TX",813620.0,210
2766,"Willacy, TX",787914.0,1203
2767,"Williamson, TX",24989014.0,8672
2768,"Wilson, TX",1007772.0,913
2769,"Winkler, TX",1491812.0,119
2770,"Wise, TX",3531151.0,778
2771,"Wood, TX",1499948.0,540
2772,"Yoakum, TX",2406878.0,250
2773,"Young, TX",882778.0,339
2774,"Zapata, TX",682897.0,335
2775,"Zavala, TX",670027.0,377
2776,"Beaver, UT",394906.0,42
2777,"Box Elder, UT",2553157.0,592
2778,"Cache, UT",5353406.0,2895
2779,"Carbon, UT",1042734.0,136
2780,"Daggett, UT",118481.0,1
2781,"Davis, UT",14972633.0,5405
2782,"Duchesne, UT",1123314.0,108
2783,"Emery, UT",914593.0,48
2784,"Garfield, UT",226691.0,50
2785,"Grand, UT",569394.0,59
2786,"Iron, UT",1688265.0,782
2787,"Juab, UT",531647.0,148
2788,"Kane, UT",317961.0,85
2789,"Millard, UT",837095.0,196
2790,"Morgan, UT",310227.0,110
2791,"Piute, UT",54482.0,9
2792,"Rich, UT",117713.0,19
2793,"Salt Lake, UT",92409820.0,32019
2794,"San Juan, UT",500982.0,703
2795,"Sanpete, UT",864227.0,222
2796,"Sevier, UT",936191.0,117
2797,"Summit, UT",3373698.0,1029
2798,"Tooele, UT",1897061.0,902
2799,"Uintah, UT",2147606.0,112
2800,"Utah, UT",26711942.0,19757
2801,"Wasatch, UT",913241.0,799
2802,"Washington, UT",6088316.0,3449
2803,"Wayne, UT",103620.0,2
2804,"Weber, UT",11064186.0,4429
2805,"Addison, VT",1649080.0,84
2806,"Bennington, VT",1716444.0,122
2807,"Caledonia, VT",1157675.0,34
2808,"Chittenden, VT",11570630.0,842
2809,"Essex, VT",153000.0,6
2810,"Franklin, VT",1909422.0,128
2811,"Grand Isle, VT",173785.0,16
2812,"Lamoille, VT",1263039.0,59
2813,"Orange, VT",844280.0,25
2814,"Orleans, VT",1078806.0,21
2815,"Rutland, VT",2786045.0,131
2816,"Washington, VT",3825047.0,78
2817,"Windham, VT",2484152.0,124
2818,"Windsor, VT",2644860.0,90
2819,"Accomack, VA",3041457.0,1183
2820,"Amelia, VA",369169.0,124
2821,"Amherst, VA",887197.0,421
2822,"Appomattox, VA",324270.0,218
2823,"Arlington, VA",35077696.0,4009
2824,"Bath, VA",254758.0,16
2825,"Bedford, VA",2112590.0,820
2826,"Bland, VA",261020.0,64
2827,"Botetourt, VA",1450805.0,310
2828,"Brunswick, VA",904117.0,366
2829,"Buchanan, VA",1047842.0,162
2830,"Buckingham, VA",621862.0,691
2831,"Caroline, VA",687174.0,368
2832,"Charles City, VA",208185.0,83
2833,"Charlotte, VA",313425.0,124
2834,"Chesterfield, VA",17216676.0,6085
2835,"Clarke, VA",516690.0,97
2836,"Craig, VA",108228.0,31
2837,"Culpeper, VA",1835220.0,1220
2838,"Cumberland, VA",198656.0,106
2839,"Dickenson, VA",487771.0,102
